mode,image_id,input_path,enc_path,meta_path,encrypt_time_ms,classification_label,classification_score,classification_entropy,classification_edge_density,classification_variance_norm,profile_name,profile_permutation_rounds,profile_arnold_iterations,metadata_threat_level,metadata_key_mode,cipher_size_bytes,cipher_entropy,cipher_adj_corr,decrypt_time_ms,decrypt_ok,exact_match,psnr,mse,wrong_passphrase_decrypt_success,wrong_private_key_decrypt_success,chosen_plaintext_encrypt_time_ms,chosen_plaintext_npcr,chosen_plaintext_uaci,attack_resilience__bit_flip_decrypt_success,attack_resilience__noise_decrypt_success,attack_resilience__partial_ciphertext_loss_center_0_8_decrypt_success,attack_resilience__partial_ciphertext_loss_head_0_9_decrypt_success,attack_resilience__partial_ciphertext_loss_tail_0_9_decrypt_success,attack_resilience__byte_mutation_decrypt_success,attack_resilience__block_shuffle_decrypt_success,attack_resilience__wrong_passphrase_decrypt_success,attack_resilience__wrong_private_key_decrypt_success,attack_resilience__replay_swap_ciphertext_decrypt_success,attack_resilience__replay_swap_metadata_decrypt_success,metadata_tamper_suite__missing_metadata_hmac,metadata_tamper_suite__tamper_threat_level,metadata_tamper_suite__tamper_profile_rounds,metadata_tamper_suite__tamper_nonce_salt_b64,metadata_tamper_suite__add_extra_field,metadata_tamper_suite__tamper_salt_b64,metadata_tamper_suite__tamper_image_sha256_b64,metadata_tamper_suite__tamper_working_shape,metadata_tamper_suite__tamper_dtype,metadata_tamper_suite__tamper_chaos_seed
passphrase_only,0066_image-1057,D:\Downloads\hybrid\sample-images\docs\image-1057.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0066_image-1057.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0066_image-1057.meta.json,763.6001,medium,0.384755,5.575181,0.003586,0.002573,standard,2,3,balanced,passphrase_only,4915216,7.999961,0.000234,850.1407,True,True,inf,0.0,False,False,726.0478,99.612835,33.462749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0066_image-1057,D:\Downloads\hybrid\sample-images\docs\image-1057.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0066_image-1057.enc,D:\Downloads\hybrid\artifacts\x25519_only\0066_image-1057.meta.json,675.5543,medium,0.384755,5.575181,0.003586,0.002573,standard,2,3,balanced,x25519_only,4915216,7.999962,-0.00083,840.7603,True,True,inf,0.0,False,False,714.7594,99.610617,33.489296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0066_image-1057,D:\Downloads\hybrid\sample-images\docs\image-1057.jpg,D:\Downloads\hybrid\artifacts\hybrid\0066_image-1057.enc,D:\Downloads\hybrid\artifacts\hybrid\0066_image-1057.meta.json,763.6973,medium,0.384755,5.575181,0.003586,0.002573,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,4.2e-05,892.9046,True,True,inf,0.0,False,False,744.1354,99.608501,33.457451,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0067_image-1058,D:\Downloads\hybrid\sample-images\docs\image-1058.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0067_image-1058.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0067_image-1058.meta.json,769.308,medium,0.53472,7.325937,0.088019,0.031038,standard,2,3,balanced,passphrase_only,4915216,7.999957,-8.8e-05,849.6929,True,True,inf,0.0,False,False,731.1744,99.612204,33.478508,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0067_image-1058,D:\Downloads\hybrid\sample-images\docs\image-1058.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0067_image-1058.enc,D:\Downloads\hybrid\artifacts\x25519_only\0067_image-1058.meta.json,702.9387,medium,0.53472,7.325937,0.088019,0.031038,standard,2,3,balanced,x25519_only,4915216,7.999963,-0.000411,830.6769,True,True,inf,0.0,False,False,715.5877,99.608603,33.47731,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0067_image-1058,D:\Downloads\hybrid\sample-images\docs\image-1058.jpg,D:\Downloads\hybrid\artifacts\hybrid\0067_image-1058.enc,D:\Downloads\hybrid\artifacts\hybrid\0067_image-1058.meta.json,698.7203,medium,0.53472,7.325937,0.088019,0.031038,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999964,-0.000301,880.112,True,True,inf,0.0,False,False,723.4669,99.610719,33.467037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0068_image-1059,D:\Downloads\hybrid\sample-images\docs\image-1059.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0068_image-1059.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0068_image-1059.meta.json,774.0279,medium,0.443435,6.250267,0.041623,0.00828,standard,2,3,balanced,passphrase_only,4915216,7.999961,-0.000158,897.5981,True,True,inf,0.0,False,False,793.3397,99.608074,33.470268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0068_image-1059,D:\Downloads\hybrid\sample-images\docs\image-1059.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0068_image-1059.enc,D:\Downloads\hybrid\artifacts\x25519_only\0068_image-1059.meta.json,673.8112,medium,0.443435,6.250267,0.041623,0.00828,standard,2,3,balanced,x25519_only,4915216,7.999961,0.000329,836.6082,True,True,inf,0.0,False,False,687.2521,99.609722,33.46954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0068_image-1059,D:\Downloads\hybrid\sample-images\docs\image-1059.jpg,D:\Downloads\hybrid\artifacts\hybrid\0068_image-1059.enc,D:\Downloads\hybrid\artifacts\hybrid\0068_image-1059.meta.json,748.8935,medium,0.443435,6.250267,0.041623,0.00828,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999963,4.8e-05,850.9991,True,True,inf,0.0,False,False,749.2968,99.611797,33.469074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0069_image-106,D:\Downloads\hybrid\sample-images\docs\image-106.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0069_image-106.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0069_image-106.meta.json,784.5877,medium,0.55023,7.597937,0.069623,0.046567,standard,2,3,balanced,passphrase_only,4915216,7.99996,-0.000252,877.8866,True,True,inf,0.0,False,False,733.2993,99.607281,33.458103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0069_image-106,D:\Downloads\hybrid\sample-images\docs\image-106.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0069_image-106.enc,D:\Downloads\hybrid\artifacts\x25519_only\0069_image-106.meta.json,699.1647,medium,0.55023,7.597937,0.069623,0.046567,standard,2,3,balanced,x25519_only,4915216,7.999964,-0.000223,848.9352,True,True,inf,0.0,False,False,658.4255,99.608054,33.476265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0069_image-106,D:\Downloads\hybrid\sample-images\docs\image-106.jpg,D:\Downloads\hybrid\artifacts\hybrid\0069_image-106.enc,D:\Downloads\hybrid\artifacts\hybrid\0069_image-106.meta.json,764.2259,medium,0.55023,7.597937,0.069623,0.046567,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999967,-0.000454,881.5253,True,True,inf,0.0,False,False,738.3229,99.610373,33.452255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0070_image-1060,D:\Downloads\hybrid\sample-images\docs\image-1060.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0070_image-1060.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0070_image-1060.meta.json,795.2091,medium,0.419398,6.054482,0.00835,0.004317,standard,2,3,balanced,passphrase_only,4915216,7.999962,-0.000646,872.1481,True,True,inf,0.0,False,False,730.7237,99.608807,33.461391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0070_image-1060,D:\Downloads\hybrid\sample-images\docs\image-1060.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0070_image-1060.enc,D:\Downloads\hybrid\artifacts\x25519_only\0070_image-1060.meta.json,746.1279,medium,0.419398,6.054482,0.00835,0.004317,standard,2,3,balanced,x25519_only,4915216,7.999968,0.000334,791.0626,True,True,inf,0.0,False,False,678.4378,99.602886,33.443321,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0070_image-1060,D:\Downloads\hybrid\sample-images\docs\image-1060.jpg,D:\Downloads\hybrid\artifacts\hybrid\0070_image-1060.enc,D:\Downloads\hybrid\artifacts\hybrid\0070_image-1060.meta.json,742.0577,medium,0.419398,6.054482,0.00835,0.004317,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,-0.000689,864.7233,True,True,inf,0.0,False,False,742.3626,99.61019,33.465649,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0071_image-1061,D:\Downloads\hybrid\sample-images\docs\image-1061.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0071_image-1061.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0071_image-1061.meta.json,755.0533,medium,0.442901,6.367301,0.012358,0.009614,standard,2,3,balanced,passphrase_only,4915216,7.999965,-0.000569,870.3307,True,True,inf,0.0,False,False,720.3918,99.607708,33.457371,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0071_image-1061,D:\Downloads\hybrid\sample-images\docs\image-1061.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0071_image-1061.enc,D:\Downloads\hybrid\artifacts\x25519_only\0071_image-1061.meta.json,716.9349,medium,0.442901,6.367301,0.012358,0.009614,standard,2,3,balanced,x25519_only,4915216,7.999967,0.000254,804.1611,True,True,inf,0.0,False,False,679.6422,99.60667,33.465172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0071_image-1061,D:\Downloads\hybrid\sample-images\docs\image-1061.jpg,D:\Downloads\hybrid\artifacts\hybrid\0071_image-1061.enc,D:\Downloads\hybrid\artifacts\hybrid\0071_image-1061.meta.json,764.0295,medium,0.442901,6.367301,0.012358,0.009614,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999966,0.000558,888.3752,True,True,inf,0.0,False,False,742.1569,99.607911,33.450508,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0072_image-1062,D:\Downloads\hybrid\sample-images\docs\image-1062.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0072_image-1062.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0072_image-1062.meta.json,748.5473,medium,0.561829,7.72075,0.074912,0.057027,standard,2,3,balanced,passphrase_only,4915216,7.999967,0.000504,848.9679,True,True,inf,0.0,False,False,740.313,99.609702,33.469231,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0072_image-1062,D:\Downloads\hybrid\sample-images\docs\image-1062.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0072_image-1062.enc,D:\Downloads\hybrid\artifacts\x25519_only\0072_image-1062.meta.json,742.1399,medium,0.561829,7.72075,0.074912,0.057027,standard,2,3,balanced,x25519_only,4915216,7.999964,0.000386,836.9669,True,True,inf,0.0,False,False,681.8341,99.610007,33.468216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0072_image-1062,D:\Downloads\hybrid\sample-images\docs\image-1062.jpg,D:\Downloads\hybrid\artifacts\hybrid\0072_image-1062.enc,D:\Downloads\hybrid\artifacts\hybrid\0072_image-1062.meta.json,752.6729,medium,0.561829,7.72075,0.074912,0.057027,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999966,0.000458,922.027,True,True,inf,0.0,False,False,745.9639,99.608562,33.442818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0073_image-1063,D:\Downloads\hybrid\sample-images\docs\image-1063.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0073_image-1063.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0073_image-1063.meta.json,781.8583,medium,0.536723,7.455763,0.054802,0.051323,standard,2,3,balanced,passphrase_only,4915216,7.999962,7.4e-05,886.7331,True,True,inf,0.0,False,False,739.8216,99.611309,33.459953,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0073_image-1063,D:\Downloads\hybrid\sample-images\docs\image-1063.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0073_image-1063.enc,D:\Downloads\hybrid\artifacts\x25519_only\0073_image-1063.meta.json,727.8244,medium,0.536723,7.455763,0.054802,0.051323,standard,2,3,balanced,x25519_only,4915216,7.999964,-0.000551,810.5566,True,True,inf,0.0,False,False,719.3102,99.609478,33.448837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0073_image-1063,D:\Downloads\hybrid\sample-images\docs\image-1063.jpg,D:\Downloads\hybrid\artifacts\hybrid\0073_image-1063.enc,D:\Downloads\hybrid\artifacts\hybrid\0073_image-1063.meta.json,794.5216,medium,0.536723,7.455763,0.054802,0.051323,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999961,0.000123,841.828,True,True,inf,0.0,False,False,715.7929,99.60842,33.479076,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0074_image-1064,D:\Downloads\hybrid\sample-images\docs\image-1064.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0074_image-1064.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0074_image-1064.meta.json,767.3699,medium,0.501045,6.8398,0.085288,0.034813,standard,2,3,balanced,passphrase_only,4915216,7.999965,-8e-05,913.2913,True,True,inf,0.0,False,False,773.5417,99.609295,33.469246,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0074_image-1064,D:\Downloads\hybrid\sample-images\docs\image-1064.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0074_image-1064.enc,D:\Downloads\hybrid\artifacts\x25519_only\0074_image-1064.meta.json,695.8269,medium,0.501045,6.8398,0.085288,0.034813,standard,2,3,balanced,x25519_only,4915216,7.99996,-0.000312,795.0028,True,True,inf,0.0,False,False,677.57,99.604778,33.461903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0074_image-1064,D:\Downloads\hybrid\sample-images\docs\image-1064.jpg,D:\Downloads\hybrid\artifacts\hybrid\0074_image-1064.enc,D:\Downloads\hybrid\artifacts\hybrid\0074_image-1064.meta.json,767.4904,medium,0.501045,6.8398,0.085288,0.034813,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999963,-0.000216,846.9584,True,True,inf,0.0,False,False,738.5155,99.613547,33.464722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0075_image-1065,D:\Downloads\hybrid\sample-images\docs\image-1065.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0075_image-1065.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0075_image-1065.meta.json,776.2468,medium,0.498739,7.020368,0.031495,0.044267,standard,2,3,balanced,passphrase_only,4915216,7.999963,0.000436,871.5694,True,True,inf,0.0,False,False,754.1687,99.610271,33.460148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0075_image-1065,D:\Downloads\hybrid\sample-images\docs\image-1065.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0075_image-1065.enc,D:\Downloads\hybrid\artifacts\x25519_only\0075_image-1065.meta.json,723.6607,medium,0.498739,7.020368,0.031495,0.044267,standard,2,3,balanced,x25519_only,4915216,7.999961,-0.000503,835.2144,True,True,inf,0.0,False,False,619.1381,99.610495,33.466106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0075_image-1065,D:\Downloads\hybrid\sample-images\docs\image-1065.jpg,D:\Downloads\hybrid\artifacts\hybrid\0075_image-1065.enc,D:\Downloads\hybrid\artifacts\hybrid\0075_image-1065.meta.json,772.4701,medium,0.498739,7.020368,0.031495,0.044267,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999965,0.000584,871.8025,True,True,inf,0.0,False,False,718.7548,99.606772,33.473225,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0076_image-1066,D:\Downloads\hybrid\sample-images\docs\image-1066.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0076_image-1066.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0076_image-1066.meta.json,769.9068,medium,0.382212,5.53641,0.001885,0.006792,standard,2,3,balanced,passphrase_only,4915216,7.999962,-6.1e-05,889.9026,True,True,inf,0.0,False,False,756.9103,99.610658,33.445129,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0076_image-1066,D:\Downloads\hybrid\sample-images\docs\image-1066.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0076_image-1066.enc,D:\Downloads\hybrid\artifacts\x25519_only\0076_image-1066.meta.json,681.0451,medium,0.382212,5.53641,0.001885,0.006792,standard,2,3,balanced,x25519_only,4915216,7.999961,0.000499,819.9019,True,True,inf,0.0,False,False,669.2385,99.612102,33.466324,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0076_image-1066,D:\Downloads\hybrid\sample-images\docs\image-1066.jpg,D:\Downloads\hybrid\artifacts\hybrid\0076_image-1066.enc,D:\Downloads\hybrid\artifacts\hybrid\0076_image-1066.meta.json,752.3925,medium,0.382212,5.53641,0.001885,0.006792,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999964,-0.00052,847.4965,True,True,inf,0.0,False,False,734.9691,99.603517,33.476303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0077_image-1067,D:\Downloads\hybrid\sample-images\docs\image-1067.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0077_image-1067.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0077_image-1067.meta.json,790.6005,medium,0.413274,5.531848,0.107026,0.00568,standard,2,3,balanced,passphrase_only,4915216,7.999964,-0.000352,859.1851,True,True,inf,0.0,False,False,758.5267,99.607525,33.447559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0077_image-1067,D:\Downloads\hybrid\sample-images\docs\image-1067.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0077_image-1067.enc,D:\Downloads\hybrid\artifacts\x25519_only\0077_image-1067.meta.json,700.0118,medium,0.413274,5.531848,0.107026,0.00568,standard,2,3,balanced,x25519_only,4915216,7.999963,2e-06,771.4631,True,True,inf,0.0,False,False,680.4579,99.610556,33.455734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0077_image-1067,D:\Downloads\hybrid\sample-images\docs\image-1067.jpg,D:\Downloads\hybrid\artifacts\hybrid\0077_image-1067.enc,D:\Downloads\hybrid\artifacts\hybrid\0077_image-1067.meta.json,767.1205,medium,0.413274,5.531848,0.107026,0.00568,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999959,-0.001351,882.4667,True,True,inf,0.0,False,False,735.6796,99.607952,33.459721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0078_image-1068,D:\Downloads\hybrid\sample-images\docs\image-1068.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0078_image-1068.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0078_image-1068.meta.json,770.5872,medium,0.41254,5.863268,0.029235,0.004464,standard,2,3,balanced,passphrase_only,4915216,7.999963,0.000208,847.9333,True,True,inf,0.0,False,False,718.2078,99.609885,33.469379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0078_image-1068,D:\Downloads\hybrid\sample-images\docs\image-1068.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0078_image-1068.enc,D:\Downloads\hybrid\artifacts\x25519_only\0078_image-1068.meta.json,700.5919,medium,0.41254,5.863268,0.029235,0.004464,standard,2,3,balanced,x25519_only,4915216,7.999958,-0.000672,801.3742,True,True,inf,0.0,False,False,697.2204,99.610516,33.453583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0078_image-1068,D:\Downloads\hybrid\sample-images\docs\image-1068.jpg,D:\Downloads\hybrid\artifacts\hybrid\0078_image-1068.enc,D:\Downloads\hybrid\artifacts\hybrid\0078_image-1068.meta.json,785.6343,medium,0.41254,5.863268,0.029235,0.004464,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999962,-8.9e-05,865.4398,True,True,inf,0.0,False,False,732.4701,99.614015,33.458237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0079_image-1069,D:\Downloads\hybrid\sample-images\docs\image-1069.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0079_image-1069.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0079_image-1069.meta.json,801.6441,medium,0.417546,5.905938,0.035223,0.006305,standard,2,3,balanced,passphrase_only,4915216,7.999961,0.000182,854.993,True,True,inf,0.0,False,False,689.8552,99.612245,33.465733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0079_image-1069,D:\Downloads\hybrid\sample-images\docs\image-1069.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0079_image-1069.enc,D:\Downloads\hybrid\artifacts\x25519_only\0079_image-1069.meta.json,792.561,medium,0.417546,5.905938,0.035223,0.006305,standard,2,3,balanced,x25519_only,4915216,7.999959,0.000151,840.696,True,True,inf,0.0,False,False,663.232,99.608807,33.464008,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0079_image-1069,D:\Downloads\hybrid\sample-images\docs\image-1069.jpg,D:\Downloads\hybrid\artifacts\hybrid\0079_image-1069.enc,D:\Downloads\hybrid\artifacts\hybrid\0079_image-1069.meta.json,833.0825,medium,0.417546,5.905938,0.035223,0.006305,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999971,-0.000187,862.3008,True,True,inf,0.0,False,False,759.7939,99.60962,33.472206,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0080_image-107,D:\Downloads\hybrid\sample-images\docs\image-107.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0080_image-107.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0080_image-107.meta.json,871.1243,medium,0.416781,5.796707,0.054603,0.012512,standard,2,3,balanced,passphrase_only,4915216,7.999962,-0.000165,857.5994,True,True,inf,0.0,False,False,742.4731,99.606223,33.442822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0080_image-107,D:\Downloads\hybrid\sample-images\docs\image-107.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0080_image-107.enc,D:\Downloads\hybrid\artifacts\x25519_only\0080_image-107.meta.json,717.505,medium,0.416781,5.796707,0.054603,0.012512,standard,2,3,balanced,x25519_only,4915216,7.999961,0.000132,799.6685,True,True,inf,0.0,False,False,705.2423,99.60781,33.464684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0080_image-107,D:\Downloads\hybrid\sample-images\docs\image-107.jpg,D:\Downloads\hybrid\artifacts\hybrid\0080_image-107.enc,D:\Downloads\hybrid\artifacts\hybrid\0080_image-107.meta.json,755.8463,medium,0.416781,5.796707,0.054603,0.012512,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999958,7.7e-05,839.0768,True,True,inf,0.0,False,False,743.3385,99.609763,33.463158,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0081_image-1070,D:\Downloads\hybrid\sample-images\docs\image-1070.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0081_image-1070.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0081_image-1070.meta.json,193.8827,low,0.322712,4.674214,0.003937,0.001193,lite,1,0,balanced,passphrase_only,3264016,7.999943,-0.000454,210.8747,True,True,inf,0.0,False,False,155.2567,99.612778,33.452568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0081_image-1070,D:\Downloads\hybrid\sample-images\docs\image-1070.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0081_image-1070.enc,D:\Downloads\hybrid\artifacts\x25519_only\0081_image-1070.meta.json,148.7083,low,0.322712,4.674214,0.003937,0.001193,lite,1,0,balanced,x25519_only,3264016,7.99994,0.000373,160.4453,True,True,inf,0.0,False,False,151.465,99.609254,33.46648,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0081_image-1070,D:\Downloads\hybrid\sample-images\docs\image-1070.jpg,D:\Downloads\hybrid\artifacts\hybrid\0081_image-1070.enc,D:\Downloads\hybrid\artifacts\hybrid\0081_image-1070.meta.json,194.8903,low,0.322712,4.674214,0.003937,0.001193,lite,1,0,balanced,hybrid_passphrase_x25519,3264016,7.999936,-0.000898,210.6827,True,True,inf,0.0,False,False,192.2686,99.60714,33.474205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0082_image-1071,D:\Downloads\hybrid\sample-images\docs\image-1071.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0082_image-1071.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0082_image-1071.meta.json,775.1938,medium,0.419338,6.027399,0.010905,0.011219,standard,2,3,balanced,passphrase_only,4915216,7.999968,-0.00051,839.7641,True,True,inf,0.0,False,False,772.1413,99.610699,33.480045,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
x25519_only,0082_image-1071,D:\Downloads\hybrid\sample-images\docs\image-1071.jpg,D:\Downloads\hybrid\artifacts\x25519_only\0082_image-1071.enc,D:\Downloads\hybrid\artifacts\x25519_only\0082_image-1071.meta.json,707.9226,medium,0.419338,6.027399,0.010905,0.011219,standard,2,3,balanced,x25519_only,4915216,7.999963,-0.000112,815.9073,True,True,inf,0.0,False,False,667.8319,99.609132,33.468376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybrid,0082_image-1071,D:\Downloads\hybrid\sample-images\docs\image-1071.jpg,D:\Downloads\hybrid\artifacts\hybrid\0082_image-1071.enc,D:\Downloads\hybrid\artifacts\hybrid\0082_image-1071.meta.json,724.6187,medium,0.419338,6.027399,0.010905,0.011219,standard,2,3,balanced,hybrid_passphrase_x25519,4915216,7.999963,-0.00033,837.4839,True,True,inf,0.0,False,False,722.445,99.606243,33.480339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
passphrase_only,0083_image-1072,D:\Downloads\hybrid\sample-images\docs\image-1072.jpg,D:\Downloads\hybrid\artifacts\passphrase_only\0083_image-1072.enc,D:\Downloads\hybrid\artifacts\passphrase_only\0083_image-1072.meta.json,751.6468,medium,0.573666,7.649331,0.120223,0.078054,standard,2,3,balanced,passphrase_only,4915216,7.999964,-9.4e-05,861.7364,True,True,inf,0.0,False,False,707.8348,99.612164,33.468102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
